,Tweet,Label,preprocessing_text,text_len
1149,@noor_michael @CANDRAP65719375 Ga ada hub ama agama. Di hongkong dan taiwan jg ga gitu. Sama sama org China. masih udik yg gitu. Di Indonesia jg pada berak di sungai. Di china malah ga pernah lihat ada sungai dipakai berak.,0,hubung sama agama hongkong taiwan sama sama orang cina udik indonesia buang air besar sungai cina malah pernah lihat sungai pakai buang air besar,24
1150,"@endonesiatwit @Al4mSyahputra @NoograhaT @karniilyas @AndiSinulingga Itulah kalau udik yg sok tau, jd kalau komentar pun sprti org br keluar dr gua, di negara maju byr pjk memang tinggi tp sebanding dgn yg mrk dptkan, fasilitas  penddkan bagus, kesehatan bagus, lu nganggur bisa minta bantuan pemerintah, jlnan bagus, makanya imigran berlomba2 masuk",0,kalau udik sok tau jadi kalau komentar orang baru keluar negara maju bayar pajak memang tinggi banding dapat fasilitas didik bagus sehat bagus kamu anggur minta bantu perintah jalan bagus imigran lomba masuk,33
1151,@worksfess Cewe udik yg patokan sukses dari ipon,0,cewek udik patok sukses iphone,5
1152,@latifandria Aku yakin dia orang udik yg minim wawasan,1,aku yakin orang udik minim wawas,6
1153,bersyukur bgt dari jaman udik gapernah nonton ricis ampe skrg,0,syukur sangat jaman udik pernah tonton ricis sekarang,8
1154,@worksfess Apaan sih anjing. Salahnya pake android apa tolol! Elu tuh yang redflag. Kampungan udik menjjikan.,1,apa sih anjing salah pakai android apa tolol kamu redflag kampung udik jijik,13
1155,"Ngomong aja kalo pengen duit, situ mahasiswa tapi otak nya UDIK ANJG",1,bicara kalau duit situ mahasiswa otak nya udik anjing,9
1156,"@abu_waras @Fahrihamzah Hak mereka, tapi caranya udik",0,hak cara udik,3
1157,"Kelakuan pemain udik lo nih, gak bisa maen bola tapi tengil @Spurs_ID",1,laku main udik kamu nih main bola tengil,8
1158,"Gue juga udik bgt, setiap naik mobil pasti mabok. Jadi solusinya minum antimo",0,udik sangat naik mobil mabuk jadi solusi minum antimo,9
1159,Pusing ini awalnya berasal dari setiap hari pergi kerja nebeng pake mobil orang kaya .. udik bgt aku pake mobil orkay aja pusing,0,pusing awal asal hari pergi kerja ikut pakai mobil orang udik sangat aku pakai mobil orang kaya pusing,18
1160,@titik_cahaya12 Iya. Dandanan udik taun 600an kok masih dipake. Mengurangi kecantikan wkwkwk,0,iya dandan udik tahun an kok pakai kurang cantik wkwk,10
1161,@Midjan_La_2 dikira dengan masuk jalur busway mobil lu keliatan keren????? norak anjiiiing udik !,0,kira masuk jalur busway mobil kamu lihat keren norak anjing udik,11
1162,@bachrum_achmadi Pura pura stroke kau rupanya batak udik..,1,pura pura strok kamu rupa batak udik,7
1163,"@Dimasjoko12 @aniesbaswedan Susah kalau ngomong sama PKI UDIK, KAMPUNGAN",1,susah kalau bicara sama partai komunis indonesia udik kampung,9
1164,Masih senyum-senyum kaya orang udik liat foto ini.,0,senyum senyum orang udik lihat foto,6
1165,@karyantokaryan5 @ekowboy2 Orang udik dari mane lu sok komen ttg jakarta,1,orang udik mana kamu sok komentar jakarta,7
1166,"@ch_chotimah2 eh bloon otak udik.... justru itu mau nyelamatin keuangan ni negara yg nganut sistem """"BIAR TEKOR ASAL KESOHOR"" faham ga lo manusia udik....??? kalo ga faham juga mending lo bunuh diri aja sono.....",1,eh bodoh otak udik justru mau selamat uang nih negara anut sistem biar tekor asal kesohor paham kamu manusia udik kalau paham mending kamu bunuh diri sana,27
1167,Lol ga bisa bales ngomong aja lu. Udah nulis pake capslok kaya orang udik,0,wkwk balas bicara kamu tulis pakai capslok orang udik,9
1168,"@tanyakanrl Padahal gak usah malu, gakpapa kok belajar aja nanti juga bisa. Orang yg pertama kali makan disini juga pada udik kok gakpapa",0,padahal usah malu apa apa kok ajar orang pertama kali makan sini udik kok apa apa,16
1169,"@txtdrjkt Idih tempat parkirnya udik bgt sih mirip ikan pindang dijejer2 dan ga ada garis pembatas, negara melarat terbelakang mana sih ini?",0,idih tempat parkir udik sangat sih mirip ikan pindang jejer garis batas negara melarat belakang mana sih,17
1170,"masih banyak orang udik ngeludah sembarangan walau di lantai yang sudah berubin, ketemu orang kayak gitu langsung badmood aku",0,banyak orang udik ludah sembarang lantai ubin ketemu orang kayak langsung badmood aku,13
1171,"Ada beberapa fakta kasus keracunan satu keluarga tewas di Ciketing Udik, Bekasi. Salah satunya tetangga dengar jeritan.",0,beberapa fakta kasus racun satu keluarga tewas ciketing udik bekas salah satu tetangga dengar jerit,15
1172,cieee akhirnya si udik ini bisa beli starbak lagi pas ada promo wkwkwk,0,cie akhir sih udik beli starbucks pas promo wkwk,9
1173,"@Vitamin_Sunoo daripada hapus, gue lebih tertarik siapin bahan buat ladenin tu orang udik haha lucu aja",0,hapus lebih tarik siap bahan buat laden orang udik haha lucu,11
1174,"@boypblo Gini nih kalo org udik rumahnya jauh dr peradaban, giliran tau skatepark dikiranya playground anak :D",0,begini nih kalau orang udik rumah jauh adab gilir tau skatepark kira playground anak,14
1175,"@marlina_idha Nenek udik, semua juga sama tetangga depan rumah baek, kampungan lu nek",1,nenek udik semua sama tetangga depan rumah baik kampung kamu nenek,11
1176,"@tanyakanrl Aku dulu pertama ke starbuck juga udik kok, sans aja",0,aku dulu pertama starbuck udik kok santai,7
1177,"@tanyakanrl Buat adik perempuan kenapa kalian selalu menguji batas kesabaran abangnya ??? Di nasehatin jgn pulang malem, jgn pacaran dulu ehhh malah di katain udik, kuper. Sumpah sakit banget",0,buat adik perempuan kalian selalu uji batas sabar abang nasihat jangan pulang malam jangan pacar dulu eh malah ejek udik kurang gaul sumpah sakit sangat,25
1178,@Mdy_Asmara1701 Junjungannya penipu. Pengikutnya lebih bodoh mau ditipu. Itulah si udik maudy,1,junjung tipu ikut lebih bodoh mau tipu sih udik maudy,10
1179,@bachrum_achmadi Provokasi kau jadi lawakan gak lucu Batak Udik..,1,provokasi kamu jadi lawa lucu batak udik,7
1180,"@brenebonbon aku ga pake wa kak, aku orang udik",0,aku pakai wa kakak aku orang udik,7
1181,@ChelseafanIndo anjing norak banget kata2 lu kaya orang udik,1,anjing norak sangat kata kamu orang udik,7
1182,"Ini gw yg udik apa miskin ya. Seumur"""" baru mau coba treatment ke dokter di klinik kecantikan.padahal gw dah bilang cuma mau ngilangin flek hitam, dikasih lah harga yg katanya discount dr 500 jadi 300. Tp katanya liat kondisi kalo nanti banyak bisa jadi gak segitu.",0,udik apa miskin umur baru mau coba treatment dokter klinik cantik padahal bilang cuma mau hilang flek hitam kasih lah harga kata diskon jadi kata lihat kondisi kalau banyak jadi begitu,31
1183,"@tanyakanrl Aku orang kampung tapi tetep kalau liat pantai, sawah dan gunung udik banget, senengnya ga ketulungan soalnya dom ku ga ada pantai, sawah  dan gunung",0,aku orang kampung tetap kalau lihat pantai sawah gunung udik sangat neng ketulungan soal dom aku pantai sawah gunung,19
1184," baru tau Charles and Keith itu merk baju, selama ini mengira itu nama toko cake/kue. dasar udik.",0,baru tau charles and keith merek baju lama ira nama toko cake kue dasar udik,15
1185,"eh sumpah gue udik banget, ini cara pakenya di siram air dulu?????",0,eh sumpah udik sangat cara pakai siram air dulu,9
1186,Dasar udik dassr norak dasar kuper wkwkwkwkwkwwkwkkw lu bukan level gue sumpah.,1,dasar udik dasar norak dasar kurang gaul wkwk kamu bukan level sumpah,12
1187,"coba belajar sama yg katanya orang Udik naik sepeda, mereka aja punya adab, orang naik sepeda yg jualan juga punya adab dijalan raya, lha ini",0,coba ajar sama kata orang udik naik sepeda punya adab orang naik sepeda jual punya adab jalan raya lah,19
1188,"@hyunjiniyeo Nah ini! Knp hrs pake kata """"udik"""" sih? Kalo mau ngedukasi pake bahasa yg baik bisa kan ya",0,nah pakai kata udik sih kalau mau edukasi pakai bahasa baik kan,12
1189,"@hanaef Terjadi sejak 2019, udik banget emang gw berantem sama ojek di Cijeunjing grgr ini",0,jadi sejak udik sangat memang tengkar sama ojek cijeunjing gara gara,11
1190,"@FOODFESS2 camer lu udik norak kampung, adat makan sushi ya sekali hap, kalo berkali2 hap mah makan lemper",1,calon mertua kamu udik norak kampung adat makan sushi sekali hap kalau kali hap makan lemper,16
1191,"@FOODFESS2 lah, aku makan pake tangan, sekali hap. pasti dianggap udik kali keknya",0,lah aku makan pakai tangan sekali hap anggap udik kali seperti,11
1192,@tonoslebeww @aniesbaswedan Kadrun kalo gak goblok apalagi selain maki2… argumen gak ngerti bahasa masih udik… duh drun drun kasihan banget sih,1,kadrun kalau goblok maki argumen erti bahasa udik aduh kadrun kadrun kasihan sangat sih,14
1193,"@heero52218780 @fireeee13 @Nanalien24 @tanyakanrl Kebanyakan rasis karena di kepala mereka itu terbawa film2 yg menggambarkan orang jawa itu udik, kampungan, ndeso, dsb. Jadi yg tinggal d jakarta merasa diri mereka modern dan kekinian",0,banyak racist kepala bawa film gambar orang jawa udik kampung kampung bagai jadi tinggal jakarta rasa diri modern kini,19
1194,@an_ti_ka_drun Mereka kegedean-rasa. Narasi udik. Mainnya nggak pernah jauh. Bisa dipastikan latar belakang pendidikan mereka umumnya kurang terdidik bahkan nyungsep. Panas bung.,1,gede rasa narasi udik main pernah jauh pasti latar belakang didik umum kurang didik bahkan nyungsep panas bung,18
1195,"@ika_HnF biarin orang dgn caranya masing2 kyk yg kamu bilang itu, kita gk bisa maksa org. jadi kalo org lain pake cara lain ya jgn pake ngatain udik atau nyindir kyk gitu. kamu membela org yg ngatain cara protect org lain udik.",0,biar orang cara masing kamu bilang paksa orang jadi kalau orang pakai cara jangan pakai maki udik sindir kamu bela orang maki cara protect orang udik,26
1196,@elonmusk udik baru naik pesawat ya cil. baru naik pesawat aja pamer. sok-sokan naik pesawat nanti mabuk,0,udik baru naik pesawat cil baru naik pesawat pamer sok sok naik pesawat mabuk,14
1197,Nggak boleh lho foto2 atau ngerekam film yg lg tayang di bioskop. Kayak orang udik aja peraturan udh dari jaman kapan,0,kamu foto rekam film tayang bioskop kayak orang udik atur jaman kapan,12
1198,"Orang tolol intervensi SOP resto, kalo gak mau antri ya makan di tempat sepi. Orang keliatan itu resto dari parkiran aja udah penuh, situ punya saham berapa % nyuruh ganti2 SOP? Gini nih kalo orang udik dikasih hp, apa2 posting sosmed.",0,orang tolol intervensi sop resto kalau mau antre makan tempat sepi orang lihat resto parkir penuh situ punya saham berapa suruh ganti sop begini nih kalau orang udik kasih handphone apa posting media sosial,34
1199,"Pengemis udik kayak si kribo ini pantas jd """"ikon manusia kere sok pinter""""… dasar Syi'ah Jahanam anjing peliharaan rezim",1,emis udik kayak sih kribo pantas jadi ikon manusia miskin sok pintar dasar syiah ah jahanam anjing pelihara rezim,19
1200,"Pemainnya kampungan banget, tp wasitnya tolol",1,main kampung sangat wasit tolol,5
1201,@arysupernova @sbyfess lu sih yg kampungan,1,kamu sih kampung,3
1202,"@alextham878 Kasian lihat cara berfikir Doktor Anies, peringatan banjir masih pake toa, zaman sudah maju  harusnya pake teknologi. Di kampung saja sudah nggak kau oake Toa, Doktor kampungan.",1,kasihan lihat cara pikir doktor anies ingat banjir pakai toa zaman maju harus pakai teknologi kampung kamu pakai toa doktor kampung,21
1203,"@GeaThomas @JagoooAyam @5ecretNumber Lu sih yang belajar, ketikan lu kampungan banget, tanda baca aja gak ngerti. Lagian emang kenapa kalo ada indonya?? Sampah juga""",1,kamu sih ajar keti kamu kampung sangat tanda baca erti lagi memang kalau indonesia sampah,15
1204,@RagilSemar Norak kampungan ndeso,1,norak kampung kampung,3
1205,"@Askrlfess mau piringnya berkasta miskin/kampungan, yang penting makannya pake piring. jd pls laaaa, bersyukur aja",0,mau piring kasta miskin kampung penting makan pakai piring jadi laaaa syukur,12
1206,Apa hubungannya ANAK LAYANGAN dengan KAMPUNGAN Gan ??!,0,apa hubung anak layang kampung juragan,6
1207,"@FaktaSepakbola Kampungan,main tdk punya aturan",0,kampung main punya atur,4
1208,"@persikabo__1973 Didik main bolanya sama kebo saja paling cocok, dasar pemain kampungan",1,didik main bola sama kebo paling cocok dasar main kampung,10
1209,@keuangannews_id Bahasannya orang ini kok kampungan banget,1,bahas orang kok kampung sangat,5
1210,"@Paltiwest Kasian hidup Loe, cari makan dengan memainkan narasi kampungan! Orang dah pada cerdas, orang2 kayak Loe bentar lg  kagak LAKU ðŸ¤£""",1,kasihan hidup kamu cari makan main narasi kampung orang cerdas orang kayak kamu bentar laku,15
1211,Kalo macet gausa klakson2! Emg tuh klakson bisa bikin jalanan jd lancar?! Kampungan!,0,kalau macet usah klakson memang klakson bikin jalan jadi lancar kampung,11
1212,@GOAL_ID Liga dagelan mana bisa maju klo pemain + wasitnya masih kampungan,1,liga dagel mana maju kalau main wasit kampung,8
1213,@Damar77777777 Gak gitu juga.....memang muka kamu kampungan.....maunya poto yang keren gitu,1,memang muka kamu kampung mau foto keren,7
1214,@TeddGus Selesaiin dulu kuliah baru komen...ketua partai narasi kampungan seperti ini,1,selesai dulu kuliah baru komentar ketua partai narasi kampung,9
1215,"@VickVicky17 @Sundakiwari1 Kasihan bapak ini... udah tua bangka bau tanah suka mengejek agama orang lain... keliatan orang kampungan, norak, gk punya etika...",1,kasihan bapak tua bangka bau tanah suka ejek agama orang lihat orang kampung norak punya etika,16
1216,"@persikabo__1973 Pemain tolol, klub juga tolol, kampungan",1,main tolol klub tolol kampung,5
1217,"@Askrlfess Bukan kampungan sih, tpi orang orang dipelosok/desa kebanyakan pake piring ini karena ya kebanyakan yg dijual yg tipikal kyk gtu semua:)",0,bukan kampung sih orang orang pelosok desa banyak pakai piring banyak jual tipikal semua,14
1218,guys emang ini keliatan kayak piring orang miskin/kampungan ya?,0,guys memang lihat kayak piring orang miskin kampung,8
1219,Dasar kampungan,1,dasar kampung,2
1220,"@SiaranBolaLive Kampungan cok, sumpah pecat aja pemain kaya gini, wasitnya juga pecat aja.",1,kampung jancok sumpah pecat main begini wasit pecat,8
1221,"kampungan bgt bapaknya, lo pikir anak yg broken home bakal selalu jd rusak apa. anehhhh.",1,kampung sangat bapak kamu pikir anak broken home bakal selalu jadi rusak apa aneh,14
1222,@kegblgnunfaedh najis okb banyak tingkah kampungan bat,1,najis orang kaya baru banyak tingkah kampung sangat,8
1223,"@avodkalypse Lo tuh kampungan sekali udik payah, KAMSEUPAY",1,kamu kampung sekali udik payah kampung sekali udik payah,9
1224,"@FFOODFESS gw pengen, duit ada tp gatau cara pesennya ato ngambilnya bcz blm pengalaman makan gituan anjir kampungan bgt",0,duit tau cara sen ambil soal alam makan anjir kampung sangat,11
1225,@tanyarlfes Pasti org2 kampungan yg nyinyir. Mereka iri aja anaknya ga sehebat sender yg effort bgt biar bisa kuliah.,1,orang kampung nyinyir iri anak hebat sender effort sangat biar kuliah,11
1226,"@augustuvwxyz @Pinkcoconut1302 @FOOD_FESS Kiraen lidah aku yg kampungan waktu pertama kali nyoba nih mie, auto nyesal sampe berjanji gk bakal beliÂ² mie yg berbau keju.",0,kira lidah aku kampung waktu pertama kali coba nih mie auto sesal janji bakal beli mie bau keju,18
1227,@Persija_Jkt Memang kalah biasa  ...evaluasi perbaiki ..janan jadi pendukung kampungan yg mau terima kemenangan saja...,0,memang kalah biasa evaluasi baik janan jadi dukung kampung mau terima menang,12
1228,"@kegblgnunfaedh Kampungan, yg ngasih gift juga lebih gblok sih",1,kampung beri gift lebih goblok sih,6
1229,@txtdarigajelas kampungan bgt neng moso mirror selfie di tengah pintu lift :(,1,kampung sangat neng masa mirror swafoto tengah pintu lift,9
1230,@tegarbgd Njirrrr kampungan ngadu2,1,anjir kampung adu,3
1231,Kampungan bgt jablay satu ini,1,kampung sangat jablay satu,4
1232,Norak beut.jgn bawa2 otak kampungan lu ke jakarta dah. Ngerusak doang tong,1,norak sangat jangan bawa otak kampung kamu jakarta rusak doang tong,11
1233,@CELENGxJAEWON humm pantes kampungan,0,humm pantas kampung,3
1234,"norak lu,......gw lbh kaya raya dari lu aja santai..gaya lu kampungan",1,norak kamu lebih raya kamu santai gaya kamu kampung,9
1235,"@budonfck @txtasep @DzikryDedeng @pangandaranism_ @Terrywijayanto ya emang mental kampungan kyk lu gini rata2 pemikirannya, ngakunya supporter tpi ngerugiin klub",1,memang mental kampung kamu begini rata pikir aku dukung rugi klub,11
1236,"@ProfesorZubairi Saya setuju dgn profesor. Komentator ini yg sebenarnya kampungan, komentarnya ngawur",0,tuju profesor komentator benar kampung komentar ngawur,7
1237," Mau Tenar Kok Dengan Cara Kampungan, Eneg Woy ! | ~BeHahahahaha :P""",1,mau tenar kok cara kampung eneg oi haha p,9
1238,"Bener, kampungan. Ngapain iri ketemu artis doang. Alay lu.",1,benar kampung apa iri ketemu artis doang alay kamu,9
1239,"@Askrlfess Iya sama gua baru pertama kali pegang ip,  bingung mencet apa ga bisa nyalain eh tbtb nyala sendiri kampungan bgt ",0,iya sama baru pertama kali pegang ip bingung tekan apa nyala eh tiba tiba nyala sendiri kampung sangat,18
1240,"Rektor itu tidak hanya pandai bicara tapi punya kapasitas ilmu, berwawasan dan manajerial. Rektor itu objektif dan tidak pandai bicara kampungan",0,rektor pandai bicara punya kapasitas ilmu wawas manajerial rektor objektif pandai bicara kampung,13
1241,"@FFOODFESS Pertama nyoba pas di bali, tahun 2014an temen gue beliin buat pacarnya, pas nyoba otak kampungan gue lgsg ngebatin *anying enak bgt gue ga pernah makan yg beginian dah* wkwkwkw. Tapi harganya cm 300 - 400an sih ga nyampe 2jt",0,pertama coba pas bal tahun an teman belikan buat pacar pas coba otak kampung langsung batin anjing enak sangat pernah makan begini wkwk harga cuma an sih juta,28
1242,"sangat tidak open minded, kampungan banget wkwk",1,sangat open minded kampung sangat wkwk,6
1243,"sebenernya gue males pake bot. tapi gue mengikuti jaman, biar gak dikatain kampungan ._.",0,benar malas pakai bot ikut jaman biar ejek kampung,9
1244,@MartoArt Mobil elit pemilik kampungan. Kalah sm yg punya calya Sigra,1,mobil elite milik kampung kalah sama punya calya sigra,9
1245,@convomfs Engga sih. Ga suka pacaran sama orang yang mulutnya spek gorong-gorong. Kampungan banget,1,sih suka pacar sama orang mulut spesifikasi gorong gorong kampung sangat,11
1246,"percuma paling besar, paling ramai dan beringas tapi dalemnya loyo, berantakan dan tidak mau maju dengan perbedaan. Indonesia paling besar negaranya, paling banyak penduduknya, tapi jadi percuma kalo isu yang dibahas hanya perdebatan kampungan. Skor matematika rendah. Daya kritis-",0,percuma paling besar paling ramai beringas dalam loyo beranta mau maju beda indonesia paling besar negara paling banyak duduk jadi percuma kalau isu bahas debat kampung skor matematika rendah daya kritis,31
1247,"@sakyavajrapani @aniesbaswedan Udh lah kau, gk usah sirik. Anies warga indonesia yg berhak mencalonkan dan dicalonkan. Knp kleyan yg panik. Ucapanmu aja kampungan gt. Kau dukung aja calonmu. Biar org pilih mana yg lbh berbobot. #kesianribetamatotakloe",0,lah kamu usah sirik anies warga indonesia hak calon calon kalian panik ucap kampung kamu dukung calon biar orang pilih mana lebih bobot,23
1248,"Pantes Belanda gak masuk pildun, suporternya kurang pendidikan, kampungan!!!",1,pantas belanda masuk piala dunia suporter kurang didik kampung,9
1249,tuhan maksud aku tu mau cowok absurd tuh kaya gini tuhannn. biar dia bisa imbangin jokes kampungan aku,0,tuhan maksud aku mau cowok absurd begini tuhan biar imbangin lelucon kampung aku,13
1250,"Jatohnya tuh jadi kampungan banget, gw males nanggepinnya sumpah",0,jatuh jadi kampung sangat malas tanggap sumpah,7
1251,@seterahdeh Malah kek kampungan klo ak yg pake:(,0,malah kampung kalau aku pakai,5
1252,"@thatisbitterr @krasxkepala @persibantusias @Provokatroo Makanya saya tanya, agar saya yang kampungan ini mengerti.",0,tanya kampung erti,3
1253,@Tita83079013 Maaf ya skrg jaman nuklir cuma org2 udik kampungan yg berpikir ideot dikiranya muslim segoblok itu... memanah berkuda itu cuma simbol olahraga utk ke.ampuan mekanik fisik saja.. B1923soal tekhnologi perang negara Islam takkan jauh menyusul negara2 spt AS dan Rusia..,0,maaf sekarang jaman nuklir cuma orang udik kampung pikir idiot kira muslim goblok manah kuda cuma simbol olahraga ampu mekanik fisik b soal teknologi perang negara islam tak jauh susul negara surat pemberitahuan tahun as rusia,36
1254,orang gak make helm itu kampungan :v,0,orang make helm kampung v,5
1255,kalian kampungan gilak gue jijik banget ewwhhh,1,kalian kampung gila jijik sangat ewwhhh,6
1256,@Juliane53240052 @bachrum_achmadi Lbh Jahiliyah kamu bro... Bahsamu kampungan... Gk punya narasi,1,lebih jahiliyah kamu saudara bahasa kamu kampung punya narasi,9
1257,"Tuhan jauhkan saya dari orang orang kampungan, gak jelas, dan caper",0,tuhan jauh orang orang kampung jelas cari perhati,8
1258,"Lo pikir kalo ngerokok dimotor itu keren yah? Kagak anjing, itu malah keliatan TOLOL kampungan banget.",1,kamu pikir kalau rokok motor keren anjing malah lihat tolol kampung sangat,12
1259,Iya gue ungkit kesedihan karna itu penawar dan penguat gue disaat kalian nyerang gue dengan kalimat2 yang gak gue butuhin. Keadaan gue jadi bercandaan itu kampungan.,0,iya ungkit sedih tawar kuat kalian serang kalimat butuh ada jadi canda kampung,13
1260,"@SiaranBolaLive dik dik, kaga usah maen bola lagi udeh, cari yg lain aja, percuma maen di liga klo masih mental kampungan",1,adik adik usah main bola cari percuma main liga kalau mental kampung,12
1261,@VanzaithanB @Dennysiregar7 Masih kampungan dan primitif... Komen seperti ini menunjukkan literasi pemberi komen sangat rendah sekali. Kayak orang nggak sekolah maen medsos.,1,kampung primitif komentar tunjuk literasi beri komentar sangat rendah sekali kayak orang sekolah main media sosial,16
1262,"@GOGGLE1985V @bachrum_achmadi bacod sampah kau, komenmu gak nyambung kau blog gih sana berobad ke RSJ makin parah gangguan jiwa kau, doyan menghina orang lain tapi gak ngaca kau blog goblog, sumbu pendek kelakuan kau cuma bikin malu, bahasa kau kampungan amad",1,bacot sampah kamu komentar kamu sambung kamu blog gih sana obat rumah sakit jiwa makin parah ganggu jiwa kamu suka hina orang kaca kamu blog goblok sumbu pendek laku kamu cuma bikin malu bahasa kamu kampung,36
1263,@vanilalatte1485 Lah itu mah kuping lu yang kampunganðŸ˜‚ dripada ribetin target pasar mending streaming dek,0,lah kuping kamu kampung ribet target pasar mending streaming adik,10
1264,@lupadiri0_0 @democrazymedia Mulai panik bikin meme sendiri.. kreatif lu bong. Cuma KAMPUNGAN ! Otak Mangkrak!,1,mulai panik bikin meme sendiri kreatif kamu bong cuma kampung otak mangkrak,12
1265,"wc jongkok aja, karna saya kampungan orangnya",0,toilet jongkok kampung orang,4
1266,"@govoes Norak dan bego dipelihara dasar mental budak arab dan barat, tapi hidup keliling dunia sejak kecil sendirian dan fasih banyak bahasa dunia kalian juga nggak, baru cuman cuplikan Jakarta di HBO langsung kampungan, dari dulu juga sering ya saya hampir 40 tahun wahai anak kecil",1,norak bodoh pelihara dasar mental budak arab barat hidup keliling dunia sejak kecil sendiri fasih banyak bahasa dunia kalian baru cuma cuplik jakarta hbo langsung kampung dulu sering hampir tahun wahai anak kecil,33
1267,@seoyceon OH ASTAGA MAAF AKU KAMPUNGAN. Makasih Jukyungie.,0,astaga maaf aku kampung terima kasih jukyungie,7
1268,"@bagihumor Mobil nya masih nyicil ya, keliatan kampungan nya wkwk",1,mobil nya cicil lihat kampung nya wkwk,7
1269,@musniumar Bedanya kalimat rendah dan kampungan kaum sono sama kalimat org2 intelek disisi Anies.,1,beda kalimat rendah kampung kaum sana sama kalimat orang intelek sisi anies,12
1270,"@DoankWarto Polisi Indonesia mau tangkap Nazarudin diluar negeri saja TDK bisa, itu wartawan kadrun bangga dgn ketololannya dan kampungan pula,. malu2in aja.",1,polisi indonesia mau tangkap nazarudin luar negeri wartawan kadrun bangga tolol kampung malu in,14
1271,@sagipapua Pikir saya kampungan kaya kau kaðŸ˜… kampungan goblok,1,pikir kampung kamu kakak kampung goblok,6
1272,"Gaya lo kayak udah ngerasa yang paling keren aja, padahal menurut gue gaya lo itu kampungan banget !!! NORAK LO",1,gaya kamu kayak rasa paling keren padahal gaya kamu kampung sangat norak kamu,13
1273,Kurang main wkwk. Sebagai anak yang tinggal di pelosok selama 19 tahun yang tiba tiba rantau ke kota banyak hal baru yang dicoba meski sederhana dan terlihat kampungan,0,kurang main wkwk anak tinggal pelosok lama tahun tiba tiba rantau kota banyak baru coba meski sederhana lihat kampung,19
1274,"@Askrlfess cakepp?? adanya norak bkin ilfil kampungan. inget, ga semua jenis outfit bisa d mix and match kek gtu terutama yg hijab",1,cakap ada norak bikin muak kampung ingat semua jenis outfit mix and match utama hijab,15
1275,dasar bocah freak sok iya lu kek begitu tingkah lu ? kampungan iyuhh,1,dasar bocah freak sok iya kamu tingkah kamu kampung ih,10
1276,@Askrlfess Gpp dah selera outfit gua kampungan dri pda kaya gini,0,apa apa selera outfit kampung begini,6
1277,"@Askrlfess Maaf kampungan, kamseupay, gak cocok buat acara dimanapun termasuk walau dirumah aja. Please gak normal aja make outfit begitu, merusak pandangan.",1,maaf kampung kampung sekali udik payah cocok buat acara mana masuk rumah normal make outfit rusak pandang,17
1278,"Sumpahhh seseru itu ternyata ngomong ama bule, sorry kampungan, kalo banyak duit ke Bali lagi dah",0,sumpah seru nyata bicara sama bule maaf kampung kalau banyak duit bal,12
1279,Berasal dari kampung dan kampungan itu dua hal yang berbeda,0,asal kampung kampung beda,4
1280,"@abu_waras Sangat KAMPUNGAN otak loe, sekolah dulu utk dpt ijasah SD ya...",1,sangat kampung otak kamu sekolah dulu ijazah sekolah dasar,9
1281,"@orangbiasamales Kota Jakarta selalu tercoreng dengan hal2 negatif karna kelakuan bocah2 tengik, goblok, tolol, miskin, kampungan dll.",1,kota jakarta selalu coreng negatif laku bocah tengik goblok tolol miskin kampung,12
1282,"Dulu aku ngerasa namaku pasaran banget dan untuk beberapa orang agak kampungan, tetapi karena artinya sangat baik dan indah, jadinya aku gak mau ganti namaku. Cahaya kebaikan",0,dulu aku rasa nama pasar sangat beberapa orang kampung arti sangat baik indah jadi aku mau ganti nama cahaya baik,20
1283,"Gak sopan dan rasis bgt. Dipikir ngetawain bahasa dan nama orang lain itu lucu??? Coba kalo logat indonesia yang dibercandain gini apa gapada ngamuk? Kampungan banget bercandain yg gak ngehargain orang gini tuh, kaya gak pernah ngeliat aja",0,sopan racist sangat pikir tertawa bahasa nama orang lucu coba kalau logat indonesia candai begini apa amuk kampung sangat canda harga orang begini pernah lihat,25
1284,"@EsTeh__28 Otak kades kampungan ya gituh deh, cocok nya jadi pak ogah di jakarta.",1,otak kades kampung deh cocok nya jadi bapak ogah jakarta,10
1285,"Kalo kampungan, mau diapain juga tetep kampungan.",0,kalau kampung mau apa tetap kampung,6
1286,"Kalo orang kampung pikirannya kampung ya WAJARLAH, lah situ ngaku orang kota kok KAMPUNGAN",1,kalau orang kampung pikir kampung wajar lah situ aku orang kota kok kampung,13
1287,@DokterTifa Postingan2an anda kampungan jauh dari kata mendidik. Anda itu seperti kompulsif mengeluarkan tema2 caci makian,0,postingan an kampung jauh kata didik kompulsif keluar tema caci maki,11
1288,@Askrlfess najis kampungan orang kayak gini bisa ga si mati aja dasar jelmaan iblis,1,najis kampung orang kayak begini sih mati dasar jelma iblis,10
1289,@tifsembiring Ha ha in aja.. toh gk ngaruh. Manusia kampungan. Gak mutu omongannya. Koar2 gk jelas mirip org stress. Mgkin salah makan dia..,1,apa apa in pengaruh manusia kampung mutu omong koar jelas mirip orang stres mungkin salah makan,16
1290,@18Brokenhearth @ainurohman Fans badminton sama fans bola emg smaa2 kampungan tukang rusuh,1,fan badminton sama fan bola memang sama kampung tukang rusuh,10
1291,@makmummasjid kampungan banget anjir sumpah norak,1,kampung sangat anjir sumpah norak,5
